Respondent_ID,Gender,Age_Group,Education,Experience,Organization_Size,IT_Subsector,Role_Level,GHRM1,GHRM2,GHRM3,GHRM4,GHRM5,GHRM6,GHRM7,GHRM8,GHRM9,GHRM10,GHRM11,GHRM12,GHRM13,GHRM14,GHRM15,GHRM16,GHRM17,GHRM18,EGB1,EGB2,EGB3,EGB4,EGB5,EGB6,EGB7,EGB8,EGB9,EGB10,EGB11,EGB12,GOC1,GOC2,GOC3,GOC4,GOC5,GOC6,GOC7,GOC8,EK1,EK2,EK3,EK4,EK5,EK6,SO1,SO2,SO3,SO4,SO5,SO6,SO7,SO8,SO9,SO10
R0175,Female,31-35,Bachelor's,2-5 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,3,3,3,3,4,5,3,5,4,4,3,5,3,3,4,4,4,3,4,4,4,4,3
R0176,Female,26-30,Master's,6-10 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,4,3,4,4,5,3,4,5,4,4,3,3,3,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,4,4,3,2,1,1,2,2,3,5,5,5,5,5,5,5,5,5,5
R0177,Male,36-40,Master's,2-5 yrs,Large (>2000),AI/ML Firms,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,3,4,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0178,Male,36-40,Master's,6-10 yrs,Large (>2000),IT Services/ITES,Mid-level,4,3,4,4,4,3,3,4,4,3,4,3,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,5,5,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4
R0179,Male,31-35,Master's,2-5 yrs,Medium (500-2000),Software Products,Mid-level,3,3,4,4,3,3,3,4,4,4,4,3,4,3,3,4,3,3,5,4,5,5,5,5,5,5,5,4,5,5,2,3,2,4,2,2,3,2,4,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5
R0180,Male,26-30,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Mid-level,4,4,4,4,5,3,4,5,4,4,4,5,4,4,4,3,5,3,3,4,4,4,3,4,5,4,3,4,3,4,2,2,2,2,1,3,2,1,3,2,4,2,3,4,5,5,5,5,5,5,5,5,5,5
R0181,Female,26-30,Master's,<2 yrs,Medium (500-2000),Digital Enterprises,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,4,5,4,4,4,4,3,3,4,4,4,5,4,4,4,4,3,4,4
R0182,Male,36-40,Bachelor's,6-10 yrs,Large (>2000),Digital Enterprises,Entry-level,4,3,5,4,4,5,4,3,3,4,4,4,4,4,3,3,4,4,5,3,4,3,3,3,4,3,3,3,3,4,5,4,5,4,4,5,4,4,4,4,5,5,4,4,4,5,4,3,3,4,4,4,3,4
R0183,Female,31-35,Bachelor's,11-15 yrs,Small (<500),Software Products,Mid-level,3,2,2,3,4,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,5,3,4,4,5,4,4,4,4,3,2,1,1,1,1,2,1,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4
R0184,Male,26-30,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,4,4,3,5,5,5,4,5,5,4,4,4,5,5,5,5,4,4,4
R0185,Female,31-35,Master's,6-10 yrs,Medium (500-2000),Software Products,Mid-level,4,4,4,5,5,5,3,4,4,5,4,5,4,5,4,4,4,5,4,5,5,4,5,4,5,4,5,4,3,3,5,5,5,5,5,5,5,5,4,4,5,4,3,3,4,3,5,4,4,5,4,4,4,4
R0186,Male,46+,Bachelor's,6-10 yrs,Large (>2000),AI/ML Firms,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5
R0187,Female,21-25,Doctorate,2-5 yrs,Large (>2000),IT Services/ITES,Mid-level,3,3,4,3,4,4,4,5,4,4,4,4,3,3,4,3,4,4,3,4,5,4,3,4,4,4,3,3,4,4,5,5,5,5,5,5,5,5,3,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5
R0188,Female,31-35,Doctorate,2-5 yrs,Small (<500),IT Services/ITES,Mid-level,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,3,2,2,1,1,2,2,2,1,1,1,2,4,3,3,4,3,4,4,2,5,5,5,5,5,5,4,4,3,4,4,3,3,4,3,3
R0189,Female,41-45,Master's,2-5 yrs,Small (<500),IT Services/ITES,Entry-level,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,3,2,3,2,3,2,3,2,3,2,2,3,2,1,2,2,2,2,2,3,1,1,1,1,1,1,2,2,3,2,3,2,3,3,1,2
R0190,Male,46+,Master's,11-15 yrs,Large (>2000),AI/ML Firms,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,3,3,4,4,4,3,4,4,2,3,4,3,3,2,2,2,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5
R0191,Female,26-30,Bachelor's,2-5 yrs,Small (<500),AI/ML Firms,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0192,Male,26-30,Master's,>15 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,2,3,4,3,3,4,3,3,3,3,4,4,4,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,4,4,4,2,3,3,2,3,2,1,3,2,2,1,1,2,2,2
R0193,Female,31-35,Doctorate,6-10 yrs,Large (>2000),Software Products,Entry-level,3,3,3,2,3,3,3,3,2,3,3,3,4,3,3,2,3,2,3,2,3,3,4,3,3,3,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,3,3,5
R0194,Female,26-30,Bachelor's,2-5 yrs,Large (>2000),IT Services/ITES,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0195,Male,31-35,Bachelor's,>15 yrs,Small (<500),Digital Enterprises,Mid-level,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,3,4,5,5,4,5,5,4,4,4,4,4,3,3,4,3,3,4,4,3,3,5,5,4,5,5,4,2,3,3,3,3,2,2,2,4,2
R0196,Male,31-35,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,2,2,2,2,3,3,2,3,2,3,2,2,2,1,1,1,2,3,2,2,2,4,4,3,3,3,3,3,3,2,2,1,1,2,1,2,1,1,3,3,3,5,4,4,2,2,3,2,2,3,2,2,2,2
R0197,Male,36-40,Bachelor's,11-15 yrs,Large (>2000),AI/ML Firms,Leadership,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,4,4,4,5,5,4,5,5,4,4,4,5,5,4,4,4,4,5,3,3,4,4,4,3,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5
R0198,Female,31-35,Doctorate,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,2,2,3,4,3,3,4,3,3,2,3,3,4,3,2,2,2,2,3,3,3,2,4,3,3,3,3,3,3,4,4,3,3,5,4,5,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3
R0199,Male,41-45,Bachelor's,6-10 yrs,Large (>2000),IT Services/ITES,Mid-level,3,3,3,3,3,4,3,4,4,3,3,4,3,4,3,3,3,4,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,3,3,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5
R0200,Male,36-40,Bachelor's,<2 yrs,Medium (500-2000),Software Products,Mid-level,3,3,4,3,4,3,3,3,3,2,3,4,3,3,3,4,4,3,4,4,4,4,3,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,5,5,5,5,3,3,4,4,3,3,4,4,3,3
R0201,Female,31-35,Doctorate,11-15 yrs,Large (>2000),IT Services/ITES,Entry-level,3,3,3,4,2,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,3,3,5,3,3,3,4,3,3,4,5,4,4,4,4,4,4,5,5,5,4,4,5,3,4,4,4,4,5,4,5,4,3,4
R0202,Female,21-25,Bachelor's,2-5 yrs,Small (<500),Software Products,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,2,2,3,4,2,3,5,5,5,5,5,5,5,5,5,5
R0203,Male,36-40,Master's,6-10 yrs,Medium (500-2000),IT Services/ITES,Entry-level,4,3,3,4,5,4,4,4,4,4,5,4,3,3,4,3,4,3,2,2,3,2,3,2,3,2,2,2,2,2,3,4,2,2,4,4,3,3,5,4,5,5,4,5,3,2,2,3,3,2,3,3,2,2
R0204,Male,36-40,Bachelor's,>15 yrs,Small (<500),IT Services/ITES,Senior/Managerial,4,5,5,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,4,5,4,4,4,5,5,4,5,5,4,5,4,4,5,5,4,4,5,3,5,5,5,5,5,5,3,4,3,3,3,3,3,3,3,1
R0205,Female,26-30,Master's,<2 yrs,Large (>2000),Digital Enterprises,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,4,4,3,4,3,4,2,3,2,2,3,3,2,2,3,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4
R0206,Female,26-30,Bachelor's,>15 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,2,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,5,3,4,3,4,3,4,5,4,4,3,3,3,4,3,4,3,5,5,5,5,5,5,3,3,3,3,4,3,4,3,4,3
R0207,Male,31-35,Master's,6-10 yrs,Medium (500-2000),Software Products,Mid-level,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,3,2,2,4,3,3,4,4,3,4,4,4,3,4,4,5
R0208,Male,21-25,Doctorate,11-15 yrs,Small (<500),Software Products,Senior/Managerial,1,2,2,1,2,2,2,2,1,1,3,2,2,1,2,1,1,2,3,4,4,3,3,3,3,3,4,2,3,3,1,2,1,3,2,1,2,1,2,2,2,1,2,2,1,2,3,2,2,3,2,1,2,3
R0209,Female,36-40,Bachelor's,6-10 yrs,Large (>2000),Software Products,Entry-level,2,2,1,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,2,2,2,1,2,2,3,3,2,2,2,2,3,2,2,3,3,2,2,2,2,4,3,3,2,3,4,3,3,3,3,3,3,3
R0210,Male,26-30,Bachelor's,11-15 yrs,Small (<500),AI/ML Firms,Senior/Managerial,3,3,3,3,3,2,4,3,3,3,3,3,2,2,4,4,2,3,3,2,2,3,3,2,1,2,3,2,2,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,3,2,2,2,2,2,3,2,2
R0211,Female,31-35,Master's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,5,5,5,4,5,2,3,2,3,2,3,3,3,5,4,4,4,5,4,4,5,5,5,4,5,4,4,4,5
R0212,Female,26-30,Doctorate,2-5 yrs,Medium (500-2000),IT Services/ITES,Entry-level,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,4,5,5,4,5,4,4,5,5,5,4,5,1,1,1,1,1,1,1,1,3,4,3,3,4,3,3,4,4,3,4,4,4,3,4,4
R0213,Female,31-35,Bachelor's,11-15 yrs,Large (>2000),Digital Enterprises,Mid-level,3,3,3,4,5,4,4,3,3,3,4,3,3,3,4,3,4,3,3,3,4,5,4,4,4,4,4,4,3,5,1,1,1,2,2,1,2,2,2,3,3,3,3,4,3,2,3,3,3,2,3,4,3,3
R0214,Male,36-40,Doctorate,>15 yrs,Large (>2000),Software Products,Mid-level,2,2,2,3,3,2,4,2,2,2,2,2,2,2,2,2,4,3,3,3,3,1,4,2,3,2,2,2,4,3,3,4,3,4,3,3,3,4,1,1,1,1,1,1,3,3,2,2,2,2,3,3,1,3
R0215,Male,26-30,Master's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,2,3,3,4,3,4,4,3,3,2,3,3,4,3,3,3,3,4,5,5,3,3,5,4,4,4,4,3,5,5,3,3,4,4,4,3,3,4,1,1,1,1,2,1,3,4,3,4,3,3,3,4,4,3
R0216,Female,21-25,Master's,>15 yrs,Small (<500),Software Products,Senior/Managerial,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,4,3,3,4,3,4,3,4,3,3,4,3,4,4,3,3,5,4,4,4,5,5,5,5,5,5,3,3,3,3,3,3,3,2,3,4
R0217,Male,21-25,Bachelor's,11-15 yrs,Medium (500-2000),Software Products,Mid-level,3,4,5,5,4,4,5,4,5,5,3,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,2,3,5,5,5,3,5,5,4,4,4,3
R0218,Male,21-25,Master's,2-5 yrs,Small (<500),IT Services/ITES,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
R0219,Male,31-35,Master's,11-15 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,3,2,4,3,3,4,3,4,2,3,2,3,5,4,3,3,2,3,3,5,3,3,4,4,4,4,3,4,3,4,4,5,3,5,4,4,5,5,3,2,2,2,2,1,5,3,3,2,4,4,3,4,3,4
R0220,Male,21-25,Master's,6-10 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,3,2,3,3,1,2,2,3,3,3,3,3,2,2,1,3,2,2,3,4,2,2,3,4,3,3,3,2,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,3,3,3,2,2,2,3,3
R0221,Male,31-35,Bachelor's,<2 yrs,Medium (500-2000),IT Services/ITES,Leadership,3,3,3,3,3,3,3,2,3,4,2,3,3,3,3,3,3,2,3,2,3,3,2,4,2,3,3,3,3,2,2,3,2,3,2,1,3,2,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3
R0222,Male,36-40,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,4,3,3,3,5,5,4,4,4,4,3,4,3,3,4,4,3,3,2,2,1,2,1,2,2,2,2,2,2,2,3,3,3,4,3,3,3,4,4,4,4,4,4,4,2,2,3,3,2,2,3,2,3,2
R0223,Male,41-45,Master's,2-5 yrs,Large (>2000),Digital Enterprises,Entry-level,4,3,4,4,4,4,4,3,3,4,4,4,5,4,4,3,4,4,4,3,2,4,3,2,3,3,3,4,3,3,3,2,3,3,2,2,2,3,5,5,5,5,5,5,4,4,5,3,4,5,5,4,4,5
R0224,Female,26-30,Master's,11-15 yrs,Medium (500-2000),AI/ML Firms,Mid-level,1,3,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,3,2,2,3,5,5,5,5,5,5,5,3,4,4,4,4,3,4,4,5
R0225,Male,41-45,Master's,11-15 yrs,Large (>2000),AI/ML Firms,Mid-level,4,3,4,3,3,4,4,4,3,4,3,3,4,4,4,4,5,3,3,3,2,1,1,3,2,2,2,2,2,2,3,4,5,3,2,4,4,4,3,4,5,3,4,3,2,4,3,3,2,3,3,3,3,3
R0226,Female,46+,Bachelor's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,3,4,4,5,4,4,4,4,4,4,5,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,3,5,5,5,5,5,5,5,4,5,5
R0227,Female,31-35,Bachelor's,<2 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,5,4,5,5,5,5,5,5,5,5,5,5
R0228,Female,36-40,Bachelor's,<2 yrs,Small (<500),AI/ML Firms,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
R0229,Female,31-35,Bachelor's,2-5 yrs,Medium (500-2000),Software Products,Senior/Managerial,2,1,3,2,3,3,2,3,3,3,2,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,5,5,5,5,5,5,5,5,2,4,3,3,3,3,4,4,5,4,4,4,4,5,5,5
R0230,Female,21-25,Master's,6-10 yrs,Medium (500-2000),IT Services/ITES,Mid-level,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,3,2,3,3,2,4,3,4,3,3,3,4,4,4,2,4,4,5,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
R0231,Male,46+,Master's,11-15 yrs,Medium (500-2000),Software Products,Leadership,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,3,2,3,3,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1
R0232,Male,41-45,Bachelor's,11-15 yrs,Medium (500-2000),IT Services/ITES,Entry-level,2,4,2,2,3,2,4,3,3,2,2,4,3,3,3,2,2,2,4,4,3,3,3,3,3,4,3,2,3,3,4,3,3,2,5,3,4,4,3,3,3,3,4,4,4,4,4,3,4,5,3,5,4,3
R0233,Female,26-30,Bachelor's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,4,3,3,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,5,4,4,5,4,5,4,5,4,4,3,4,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
R0234,Female,26-30,Master's,11-15 yrs,Small (<500),Software Products,Leadership,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,3,4,4,4,4,5,4,5,4,4,5,5,5,5,5
R0235,Male,21-25,Bachelor's,6-10 yrs,Large (>2000),IT Services/ITES,Mid-level,3,2,2,2,3,3,3,3,2,2,3,2,1,2,3,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,4,3,3,3,3,4
R0236,Female,31-35,Doctorate,>15 yrs,Small (<500),Software Products,Senior/Managerial,3,2,2,2,1,2,2,2,2,3,2,2,1,3,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,5,5,4,4,5,5,5,5,4,4,3,5,4,5,1,2,2,1,3,1,1,2,2,2
R0237,Female,41-45,Master's,11-15 yrs,Medium (500-2000),AI/ML Firms,Mid-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,5,4,3,4,4,5,1,1,1,1,1,1,1,1,1,1
R0238,Female,21-25,Doctorate,6-10 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,3,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,3,2,4,2,3,3,3,5,5,5,5,5,5,5,5,3,3,2,4,3,3,4,4,3,3,3,4,3,4,4,5
R0239,Male,31-35,Master's,11-15 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,2,1,1,1,2,2,1,1,1,3,2,2,2,1,2,2,2,2,4,3,4,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,4,2,2,4,2,2,2,2,2,1,1,1,2,1,1,1,1
R0240,Male,36-40,Doctorate,2-5 yrs,Large (>2000),Software Products,Senior/Managerial,3,2,2,3,3,3,3,4,3,2,2,3,3,2,2,3,3,2,2,1,2,2,2,2,1,2,1,3,1,1,3,2,2,2,4,3,3,2,3,3,5,5,4,4,3,2,2,3,3,2,3,2,3,3
R0241,Male,26-30,Master's,11-15 yrs,Large (>2000),Digital Enterprises,Mid-level,3,1,2,2,2,2,2,2,2,2,1,2,3,1,1,2,2,2,3,2,2,2,2,3,2,1,2,2,3,2,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,4,3,4,5,4
R0242,Male,31-35,Bachelor's,11-15 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,4,3,3,2,4,3,4,4,4,3,3,4,4,4,4,3,2,3,2,3,3,3,2,3,4,4,2,3,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,2,2,3,2,2,2,2,1,2,2
R0243,Male,31-35,Master's,11-15 yrs,Small (<500),AI/ML Firms,Mid-level,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,4,4,3,3,4,3,4,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
R0244,Male,21-25,Bachelor's,2-5 yrs,Small (<500),IT Services/ITES,Mid-level,3,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,2,2,3,3,3,2,3,3,2,2,2,2,3,4,4,4,3,4,3,1,1,3,1,1,2,1,2,1,2,2,1,2,2,1,3
R0245,Female,31-35,Master's,11-15 yrs,Medium (500-2000),Software Products,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,2,3,3,5,5,5,5,5,5,5,5,5,5
R0246,Male,21-25,Bachelor's,2-5 yrs,Medium (500-2000),Digital Enterprises,Entry-level,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,4,3,3,4,3,4,4,4,3,4,4,4,4,5,3,4,3,4,4,5,1,1,1,2,1,1,3,3,3,3,3,4,3,3,3,4
R0247,Female,36-40,Master's,11-15 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,3,3,2,3,2,3,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,3,4,4,3,3,4,4,4,4,3,4,5,4,4,4,4
R0248,Male,26-30,Master's,>15 yrs,Medium (500-2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0249,Female,36-40,Master's,<2 yrs,Medium (500-2000),AI/ML Firms,Entry-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,3,3,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5
R0250,Female,31-35,Bachelor's,6-10 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,1,2,1,1,3,2,1,2,2,1,2,1,1,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,4,4,4,3,5
R0251,Female,41-45,Doctorate,6-10 yrs,Large (>2000),Software Products,Senior/Managerial,3,3,3,4,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,3,4,2,3,4,4,3,3,3,4,4,4,3,4,4
R0252,Male,36-40,Master's,11-15 yrs,Large (>2000),Digital Enterprises,Senior/Managerial,4,4,3,4,4,4,4,3,3,4,4,4,4,5,5,4,4,3,3,3,4,4,4,2,4,2,3,4,4,4,4,4,5,4,4,5,4,4,4,3,3,4,4,3,3,3,4,3,3,4,2,2,3,4
R0253,Male,36-40,Bachelor's,2-5 yrs,Medium (500-2000),IT Services/ITES,Leadership,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0254,Female,26-30,Bachelor's,>15 yrs,Small (<500),Software Products,Mid-level,2,1,2,2,2,2,2,2,1,2,1,2,3,2,1,1,2,2,3,3,4,4,3,4,2,4,3,5,5,4,5,4,4,4,5,4,4,5,1,1,1,2,2,1,2,3,2,2,2,2,2,2,2,2
R0255,Female,31-35,Bachelor's,>15 yrs,Medium (500-2000),Software Products,Leadership,3,2,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,4,3,3,3,4,3,4,4,5,3,4,4,1,2,1,2,2,2,1,2,3,3,2,3,3,2,4,5,5,4,5,5,5,4,4,5
R0256,Female,36-40,Bachelor's,6-10 yrs,Small (<500),IT Services/ITES,Mid-level,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0257,Male,36-40,Master's,6-10 yrs,Medium (500-2000),IT Services/ITES,Mid-level,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,3,4,4,3,4,5,4,5,3,4,2,3,3,3,3,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,5,5
R0258,Male,36-40,Bachelor's,6-10 yrs,Large (>2000),Software Products,Senior/Managerial,3,3,3,3,3,2,3,2,2,4,2,3,2,2,3,3,3,2,4,4,3,5,4,5,5,4,4,3,4,5,3,4,4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,3,4,4,3,4,4,3
R0259,Male,21-25,Bachelor's,<2 yrs,Medium (500-2000),IT Services/ITES,Mid-level,4,3,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3,4,3,2,4,4,5,5,4,4,4,4,3,3,5,5,4,3,4,4,4,5,4,4,5,4,4,4
R0260,Male,21-25,Master's,11-15 yrs,Small (<500),IT Services/ITES,Leadership,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,5,3,5,4,3,3,5,5,5,4,4,4,2,2,2,1,2,2,3,2,3,4,4,3,4,4,1,1,1,1,2,1,1,1,1,1
R0261,Female,21-25,Bachelor's,<2 yrs,Small (<500),IT Services/ITES,Mid-level,3,3,4,3,3,3,3,3,4,3,3,2,2,4,3,3,3,3,4,3,5,4,5,3,3,4,4,4,5,4,5,5,5,5,4,4,5,5,4,4,5,4,5,5,5,5,4,3,4,3,4,4,5,4
R0262,Male,21-25,Master's,2-5 yrs,Large (>2000),Digital Enterprises,Entry-level,3,3,3,2,3,4,3,3,3,3,3,3,3,2,4,3,3,3,2,2,2,2,3,3,2,3,3,3,3,2,4,3,3,4,4,4,4,4,2,3,2,3,3,2,3,2,3,3,3,3,4,3,4,3
